,Class,News
2267,2,february finnish broadband data communication systems provider teleste oyj hel tltv said yesterday net profit rocketed eur m eur lifted dividend proposal
2268,2,february finnish broadband data communication systems provider teleste oyj hel tltv said wednesday net profit rocketed eur m eur lifted dividend proposal
2269,2,agreement shb december finnish financial services group aktia hel aktav concluded market making agreement svenska handelsbanken sto shb shb parties said today
2270,2,austin texas sept texas department transportation awards contract teleste video compression distribution equipment
2271,2,cargotec corporation press release august finnish time cargotec s macgregor business area providing marine cargo handling offshore load handling solutions received significant offshore crane retrofit order
2272,2,ceo company tarmo noop said growth sale premium beers biggest
2273,2,ebit totalled eur mn compared loss eur mn corresponding period
2274,2,finnish broadband data communication systems provider teleste oyj hel tltv said yesterday returned net profit eur million usd m months versus net loss eur period
2275,1,finnish construction company lemminkainen oyj hel lems said yesterday build plastic film extrusion plant packaging materials supplier ab rani plast oy lemminkainen s kaluga industrial park russia
2276,2,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit mln euro mln months net loss mln euro mln period
2277,2,finnish dental care group oral hammaslaakarit oyj posted total net profit euro mln months versus net loss euro period
2278,2,finnish consultancy satama interactive oyj posted net profit mln euro mln months compared net loss euro period
2279,2,finnish pulp paper machinery maker vaahto group oyj swung mln euro mln net profit fiscal ended august euro net loss fiscal
2280,2,finnish silicon wafers manufacturer okmetic oyj said swung net profit mln euro mln months net loss mln euro mln year earlier
2281,1,glaston efficiency measures units
2282,2,growth strongest fsecure s operator isps mobile operators cable operators business
2283,2,second quarter company s net profit eur m compared net loss eur m apriljune
2284,2,finnish shipping company viking line subsidy needs order new lngfuelled vessel
2285,2,jarmo honkamaa head oil refining business neste oil says situation looks promising viewpoint
2286,2,adp news feb finnish printed circuit board pcb maker aspocomp group oyj hel acgv said today swung net profit eur usd versus net loss eur million
2287,2,adp news nov finnish retail software developer aldata solution oyj omx aldv said today swung net profit eur million usd m months versus net loss eu
2288,2,mformation nokia noted established interoperability agreements cover commercially proven standardsbased management mobile devices mobile device security mobile application management
2289,2,mn pretax profit eur mn eur mn quarter
2290,2,net sales increase
2291,1,nokia deliver wcdma ghspa radio network including modular high capacity nokia flexi wcdma base station indosat
2292,2,operating profit totaled eur mn compared eur mn corresponding period
2293,2,order intake hand expected stronger
2294,2,outokumpu finland stainless steel manufacturer plans enter supply agreement indian railways
2295,2,profit taxes eur mn compared eur mn previous year
2296,2,profit period eur mn compared eur mn
2297,2,quarterly diluted eps continuing operations came eur compared year s eur
2298,2,rapala estimates net sales increase pct pct assuming exchange rates
2299,2,raute posted net profit mln euro mln quarter compared net loss euro corresponding period
2300,2,return equity stood compared quarter
2301,2,russian export duties activate harvesting finland sales russia increase
2302,2,tectia corporation hel tecv provider realtime security solutions today announced appointed lanlan provider services uk distribute data security manage file transfer software
2303,2,bristol port company sealed million pound contract cooper specialised handling supply tonne customised reach stackers konecranes
2304,2,company expects net sales significantly increase
2305,2,company s net profit amounted ee mn
2306,2,company said supply wcdma ghspa radio network including modular high capacity nokia flexi wcdma base station east java bali sumatra batam
2307,1,contract traded alltime high ton april
2308,2,ebitda eurm compared eurm corresponding ebitda margin
2309,2,fair value investment properties totalled eur mn compared eur mn corresponding period
2310,2,fund fair value increase correspondingly
2311,1,impact acquisition teleste s net sales estimated approximately eur million
2312,1,impact tietoenator s net sales purchase expected mln euro mln
2313,2,optimization steel components heating process reduce energy consumption
2314,2,proportion estonian lithuanian passengers tallinnhelsinki route grew july
2315,1,savings impact beginning
2316,2,assignment strengthens poyry s position international provider engineering project services chemical process industry
2317,2,new partnership agreement represents significant milestone parties
2318,2,tiimari latvian representative ineta zaharova said company earned lvl profit times
2319,1,yahoo nokia said continue deliver internet experiences address core needs consumers developers operators advertisers
2320,2,agreement ramirent expand range equipment services delivers destia ramirent finland s managing director kari aulasmaa said
2321,2,takeover panostaja expands business area specialising digital printing previously consists subsidiaries kopijyva oy sokonet oy
2322,1,inge larsen cfo shares representing share capital
2323,1,forecast
2324,1,share capital alma media corporation business id eur divided shares
2325,1,company listed nordic exchange helsinki
2326,1,incap contract manufacturing carry manufacturing agreements factory tumkur near bangalore
2327,1,operated nokia supported nokia netact network service management
2328,1,january finnish technology center operator technopolis oyj hel tpsvsaid today invest eur m construction second phase office facility tampere
2329,1,comptel corporation publish financial statements february
2330,1,finnish lt recoil company specialising used oil regeneration building facility hamina finland
2331,1,shops located capital region paijathame region
2332,1,carrier said area travel agency sell outlets sister chain suomen matkatoimisto smtand use remaining bricksandmortar presence primarily target business customers going forward
2333,1,annual net sales unit eur million currently employs people
2334,1,following workday customers check home computers purchases divided different ingredient groups energy various products contain nutritional content purchases
2335,1,company holdings acquired citycon oyj
2336,1,basware headquartered espoo finland
2337,1,store located poznan shopping center named pestka company added
2338,1,seats edgar edmonds american experience clothing retail industry christian fischer austrian experience winter sports goods business
2339,1,according act universities acquire private funding
2340,1,following strategy tikkurila established fullyowned sales company tikkurila almaty kazakhstan marketing decorative paints finnish tikkurila brand russian teks brand
2341,0,asian traffic declined cent
2342,1,ahlstrom s employees serve customers sales offices production facilities countries continents
2343,1,raute headquartered nastola finland technology company serving wood products industry worldwide
2344,2,consumer products manufacturer fiskars corp open distribution warehouse center southaven creating jobs
2345,1,according latest information benefon launch twig device september
2346,1,atria buy shares kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse propertyfrom itikka cooperative
2347,1,joint venture invest eur production technology straight away
2348,1,report capman plc s ceo heikki westerlund
2349,1,price specified completion date
2350,1,total million invested project
2351,1,finnish consultancy satama interactive oyj said november jarmo lonnfors took position ceo
2352,1,h h q q mln euro unless stated net sales operating profit pretax profit net profit eps euro euro wwwcomponentacom
2353,1,nordea s definitely big sampo acquire said analyst sampo appear agenda nordea ahead privatisation
2354,1,fixed mobile convergence solutions represent key value proposition today s communication market
2355,1,room modify share component indicated
2356,1,
2357,2,lowest bidders final approval awaited
2358,1,pm central office nordea bank ya ulitsa yamskogo polya building telephone ext unimilk egm xvi international businesssummit food business russia place
2359,1,shares subscribed series e share options max
2360,1,november finnish energy company fortum oyj hel fumv said today partners started negotiations establish new operating model energy supply turku region western finland
2361,1,new shares option rights plan packaging company huhtamaki oyj reported monday total new shares company issued based share subscriptions option rights plan
2362,1,meeting media analysts held day stonesoft headquarters helsinki italahdenkatu interim report presented stonesoft s ceo ilkka hiidenheimo
2363,1,meeting glisten shareholders vote bid held march
2364,1,replay available october following numbers callers ££ nonus callers access code
2365,1,spokesman said food store center subject council local support comprise supermarket smaller store niche outlets firmed following consultation council local community regarding appropriate uses occupiers
2366,1,total wonderware certified sis available integrate support wonderware products intouch  hmi software industrialsql server historian wonderware information server dt analyst software qi analyst spc software
2367,1,le coq market share percent rival beverage group saku percent
2368,1,came aspo chemicals aspo shipping aspo systems
2369,1,evraz group shares owned lanebrook beneficiaries hand millhouse holding company assets billionaire roman abramovich business partners evraz executives alexander abramov alexander frolov
2370,1,absolut bank exploring possibility borrowing
2371,1,aker yards finland begin using chinese subcontractors finnish shipyards
2372,2,finnish food industry companies hk ruokatalo atria form joint venture company called lænsikalkkuna produce turkey meat
2373,1,finnish food industry company lænnen tehtaat planning changes fish product business
2374,0,finnish plumbing heating systems supplier uponor temporarily laying workforce finland weeks midjuly
2375,1,finnish property investment company citycon plans issue directed subordinated convertible bonds institutional investors
2376,1,finland hamina cargo terminal finnish nurminen logistics purchased warehouse ground lease rights port hamina
2377,0,finland metal sector company componenta laying temporarily staff pori christmas till january
2378,1,member hk ruokatalo group finland scan launching joint venture slaughterhouse team ugglarp skne southern sweden
2379,1,largest construction company finland yit corporation acquire shares slovak construction company reding bratislava
2380,0,according aktia asset management finnish analysts forecasts high
2381,1,according business media reports usmanov planned transfer megafon stake statecontrolled svyazinvest exchange stake merged rostelecom
2382,1,according ceo hannu syrjænen new common visual identity required group grown internationalised
2383,1,according gallup food farm facts beef consumption totaled mn kilos finland
2384,1,according construction work start spring facility commissioned spring
2385,1,according soosalu particular attention paid residents privacy security design aleksandri street building
2386,1,according statistics finnish maritime administration shipping did increase januaryaugust
2387,1,according company decision issue summer earliest summer latest
2388,1,according company layoffs temporary
2389,1,according finnishrussian chamber commerce major construction companies finland operating russia
2390,1,according notification holdings ameriprice group companies total shares represent tekla  s shares voting rights
2391,1,according report elisa s dna s joint market share finland s telecom market
2392,1,companies sat sewed present deal
2393,1,sale savcor group comprise savcor art corporate function investment cencorp corporation
2394,1,ahlstrom s employees serve customers sales offices production facilities countries continents
2395,1,ahlstrom s share quoted nasdaq omx helsinki
2396,1,ahlstrom s share quoted nasdaq omx helsinki
2397,1,airbus attempt evacuate people seconds
2398,1,alexandria va june michael g williams newbury park calif developed network device
2399,1,rights reserved
2400,1,yit capital markets day materials available company s internet site wwwyitgroupcominvestors september
2401,1,alma media holds company remaining shares owned company s key employees
2402,1,entire office building occupied metso
2403,1,westpac issue benchmark month frn deal euros
2404,1,development online businesses continue
2405,1,altimo previously agreed similar deal telenor merge stakes vimpelcom kyivstargsm
2406,1,agreement employees john deere forestry documentation functions transfer dokumentori oy
2407,1,result total employees given notice
2408,1,result transaction sanoma budapest acquired stake online store egeszsegbolt
2409,1,alternative share exchange panostaja offers cash consideration value euro share
2410,0,reorganisation measures place spring tamglass finton start personnel negotiations affect entire staff
2411,1,reported june circuits continued alternately report track vacant occupied constantly june track signaling device replaced time crash according metro source
2412,1,outokumpu declined pct eur omx helsinki pct higher omx helsinki added pct
2413,1,eet alma media s annual report scheduled published calendar week
2414,1,endaugust sampo nordea s biggest shareholder stake followed state
2415,1,solteq s services companies operating st petersburg area include maintenance material management systems data collection solutions
2416,1,autotank group aspo s systems division
2417,1,basware einvoices oy merged parent company present fiscal period
2418,1,application considered hacking application classified fsecure riskware
2419,1,fki john jiang worked general manager senior business consultant positions international companies china
2420,0,benefon s target lay temporarily permanently salo plant s staff
2421,1,pitprodukt enter new segments
2422,1,bids offers include shares value shares correspond eur
2423,1,capman initial investment onemed june
2424,1,capman said deal s effect cash flow totals eur m transaction affect financial results executed fair value
2425,1,catalysts segment includes refinery catalysts polyolefin catalysts product categories
2426,1,componenta metal sector company international operations production plants located finland netherlands sweden turkey
2427,1,comptel corporation sami ervio president ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver services flexibly charge effectively
2428,1,consisting seven interconnected units mega image s logistics center metres length metres height
2429,1,construction work helsinki music centre start autumn total cost project estimated million euros
2430,1,copyright afx news afx financial news logo registered trademarks afx news limited
2431,1,cramo headquartered vantaa finland rents construction machinery equipment rents sells modular space
2432,1,currency conversions based exchange rates time deal
2433,1,currently terminator lures produced subcontract facility mexico manufacturing transferred rapala s factory shenzhen china
2434,1,destia oy finnish infrastructure construction service company building maintaining designing traffic routes industrial traffic environments complete living environments
2435,1,digia set subsidiaries digia norway digia usa
2436,1,dutch publisher vijver said today agreed buy stake belgian weekly magazine humo finnish media company sanoma hel saav
2437,1,share entitled vote
2438,1,year dividend deducted subscription price
2439,1,earnings share eps amounted eur
2440,1,earnings share eur
2441,1,elcoteq global network market service sites long experience serving consumer electronics systems solutions customers
2442,1,elcoteq se listed nasdaq omx helsinki
2443,1,electronic versions require hours copy customized client digital controls custom watermarks
2444,1,elisa corporation disclose financial statements thursday february
2445,1,empresa desarrollo urbano quito innovaruio ecuador commissioned poyry prepare feasibility study new urban rapid mass transit
2446,1,erkki jarvinen president rautakirja head sanoma trade division leave current tasks spring similar position outside sanoma group
2447,1,ethanol barley production start
2448,1,exel composites brief exel composites technology company designs manufactures markets composite profiles tubes industrial applications
2449,1,exel headquartered mantyharju finland
2450,1,facades riga march finnish construction company yit oyj hel ytyv said today build frame facades tower construction project riga
2451,1,fancy dans fab glasgow gift interiors store fancy dans moving
2452,1,financial statements include consolidated financial statements group board directors report auditors report corporate governance statement
2453,1,financialwire tm press release service receives compensation news opinions distributions
2454,2,finnair expands finnair plans add flights routes hong kong india russia
2455,1,finnish bank land launch longterm pension savings account beginning june
2456,2,finnish food company raisio oyj hel raivv said today buy british snacks confectionery company big bear group plc enterprise value eur million usd m
2457,1,finnish industrial group ruukki group plc omx helsinki rugv said friday november furniture business segment incap furniture concluded personnel negotiations started end september
2458,1,finnish metal components supplier componenta december applied approval turkish capital markets board launch mandatory offer remaining shares iron aluminium castings producer doktas dokumculuk
2459,1,finnish samporosenlew manufactures approximately seven forest machines monthly half machines exported
2460,1,finnlines ships construction china deliveries scheduled quarter final quarter
2461,1,finnlines announce week measures tackle situation
2462,2,firm october finnish lifting equipment maker konecranes oyj hel kcrv said today acquired machine tool solutions unlimited cincinnati ohio undisclosed sum
2463,1,following issue new shares constitute percent firm s capital
2464,1,purposes possible acquisition pkc establish subsidiary poland
2465,1,founded finnair world s oldest airlines flies destinations fleet aircraft employing people
2466,1,geosentric acquiring extra financing issuing maximum new shares convertible bond subscription rights shares fully subscribed
2467,1,glaston s share glav listed nasdaq omx helsinki mid cap list
2468,1,grounds notification tiimari plc issued capital convertible loan allocation decision board
2469,2,growth expected continue
2470,1,gypsii service supports different languages including korean russian
2471,1,confirmed view july
2472,1,member board numerous companies shareholder boardman board specialist network
2473,1,helsinki afx cargotec said bought pct stake indital construction machinery bangalorebased company makes fork lift trucks mobile cranes undisclosed sum
2474,1,helsinki afx cramo said agreed sell cramo nederland bv cnl dutch machinery equipment rental unit jaston groep undisclosed sum
2475,1,helsinkibased componenta bought turkish listed company doktas october million euros making largest finnish investment turkey date
2476,1,offering probably current valuation partly derives deal company merged stock market shell
2477,1,huhtamaki oyj stock exchange release huhtamaki s capital markets day institutional investors analysts held espoo september starting pm finnish time
2478,1,say categorically wahlroos quoted saying paper asked sampo s making bid rsa
2479,1,honkarakenne starts production need partner sawmill operations
2480,1,addition fixedterm employment contracts extended people leave company pension arrangements
2481,1,addition existing service counter area reception hall rebuilt access provided local rail connections
2482,1,addition reduction persons pension arrangements company added
2483,1,addition tulikivi corporation currently member board following companies altia corporation jærvisuomen portti osuuskunta osuuskunta kpy profile vehicles oy voimatel oy
2484,1,future plant focus production flange profiles wind farm towers
2485,1,return new yorkbased private equity firm receive stake latvian telecom group
2486,1,baltic countries atria s target organic growth
2487,1,incap corporation stock exchange announcement april pm invitation news conference incap s interim report q incap publish interim report januarymarch wednesday
2488,1,india high priority business links countries expanding tornstrom said
2489,1,ionphase s second major owner venture capital firm aura capital
2490,1,iso omena based matinkyla district southern city espoo southern finland
2491,1,moved spot merged steel operations avesta sheffield form avestapolarit
2492,1,itg s share deal estimated euro
2493,1,customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy
2494,2,ixonos estimates hire specialists mechanical engineering electronics design rd new unit jyvaeskylae end
2495,1,jensen njastein mike critch head dovre north america business unit report toivola
2496,1,jukka hienonen current finnair ceo step end january
2497,1,kemira headquartered helsinki finland international chemicals group comprising business areas kemira pulp paper kemira water kemira specialty kemira coatings
2498,1,kemira s partner project st petersburg water works
2499,1,kershaw takes position immediate effect previous role marketing manager sankey home garden products
2500,1,kone listed nordic exchange helsinki
2501,1,lt operative finland sweden latvia russia norway
2502,1,week nokia announced pursue longterm relationship microsoft make windows phone operating foundation nokia mobile phones
2503,1,latvia s stockmann shopping mall subsidiary finland s stockmann plc
2504,1,leed internationally recognized green building certification developed green building council
2505,1,london afx fortum said agreed sell industrial maintenance service operations funds managed capman undisclosed sum
2506,1,china unicom nyse chu hkse shse second largest mobile carrier country
2507,1,maximum terminations finland employees company added
2508,1,measures launched immediately finalized quarter
2509,1,metsabotnia finance payment dividends repayment capital repurchase shares funds deriving divestment uruguay operations shares pohjolan voima utilising existing financing facilities
2510,1,metso s delivery include complete coated board line related air systems winders
2511,1,mobile data transfer expected increase explosively lte era
2512,1,dividend grimaldi family
2513,1,mr bakman sees expansion options tallinnhelisnki link claiming operating link single ship
2514,2,mreal corporation press release november mreal corporation second best company materials sector including forest industry companies carbon disclosure leadership index cdli nordic report
2515,1,mreal said grounds rumors circulating market months
2516,1,nastola axe jobs february finnish wood products technology firm raute oyj hel rutav said today transfer nastola southern finland production jyvaskyla plant affect people
2517,1,neste shipping likely remain finnish oil sector transports significant emergency supply
2518,1,net investment income
2519,1,compensation news opinions distributions
2520,1,financial details available
2521,1,financial details disclosed
2522,1,financial details provided
2523,1,financial details reported
2524,1,wasteburning facilities built
2525,1,price given transaction merges london companies worked number projects including delivery timetables britain s national express east coast rail networks
2526,1,pricing details disclosed
2527,1,nokia said expects sell million symbian devices years come giving indication expects phone handoff work
2528,1,nordea bank estonia largest financial group nordic countries
2529,1,company s net sales acquired finland european countries asia
2530,1,officials did disclose contract value
2531,1,dec grimaldi acquired million shares percent stake finnlines
2532,1,lænnen tehtaat showed loss recently started streamlining measures
2533,0,operating cash flow investments totalled eur mn compared eur mn corresponding period
2534,2,oriolakd expects invoicing higher comparable invoicing
2535,1,situation control
2536,1,customers come following countries uk usa spain france italy germany china hong kong sweden norway netherlands austria belgium switzerland czech republic finland canada russia ukraine denmark ireland south korea liechtenstein
2537,1,customers come following countries uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia liechtenstein
2538,1,indepth expertise extends fields energy industry urban mobility water environment
2539,1,particular attention paid energy efficiency construction building designed meet requirements energy class b leed certification applied
2540,1,paychex offices serving approximately payroll clients nationwide
2541,1,payment shares shall effected subscription
2542,1,pcs digital guatemala using tecnomen s prepaid telgua fixed networks code division multiple access cdma global mobile communication gsm
2543,1,poyry global consulting engineering firm focusing energy forest industry infrastructure environment sectors
2544,1,poyry global expert consulting engineering
2545,1,poyry plc additional information heikki malinen president ceo poyry plc tel poyry global expert consulting engineering
2546,1,price talk euribor plus bps area sole lead citigroup
2547,1,product deliveries interrupted refiner said giving financial details
2548,1,production scheduled start end april
2549,1,protalix million cash sales
2550,1,public services available
2551,1,published globes online israel business news wwwglobesonlinecom november copyright globes publisher itonut
2552,1,ramirent finland domestic unit machinery rental company ramirent oyj hel rmrv
2553,1,raute listed nordic exchange helsinki
2554,1,registration required
2555,1,related links flexiblebaseloadoperation thewartsilagenerating set gasconversions shorter versions press release
2556,1,rosendal outoteccom eila paatela vice president corporate communications tel email eila
2557,1,runway visual range calculated assessment distance pilot runway
2558,1,salcomp s charger manufacturing plant india located nokia telecom park state tamil nadu eastern india
2559,1,saunalahti elisa group
2560,1,says brian burton head security vodafone uk
2561,1,seller finnish elcoteq group largest european electronics manufacturing services company
2562,1,solteq plc announcement share repurchase helsinki stock exchange solteq plc holds total shares including shares repurchased
2563,1,recent technology deliveries include refinery technology anrak aluminium iron ore pelletizing plant tata steel iron ore sintering plants bhushan steel
2564,1,sponda plc s annual general meeting decided march establish shareholders nomination committee prepare proposals annual general meeting composition board directors remuneration
2565,1,srv build aqua park wellness area restaurant multifunctional ice arena
2566,1,ssh communications security corporation headquartered helsinki finland
2567,1,ssh communications security corporation headquartered helsinki finland
2568,1,ssh establishes new global sales marketing group led george adams adams establishes global sales marketing group drive worldwide programs supporting ssh tectia enterprise security solutions
2569,1,status agreed
2570,1,steek set based bordeaux southwestern france
2571,1,stockmann plc company announcement february annual summary stockmann s stock exchange financial press releases available company s website address wwwstockmanncom
2572,1,stora enso global paper packaging wood products company neste oil finnish company engaged refining marketing oil inaugurated demonstration plant varkaus finland biomass liquids production utilizing forestry residues
2573,1,stuk today service house expert radiation nuclear safety issues
2574,1,sullivan said boards really involve lot work people paid time
2575,1,suomen paikallissanomat oy alma media group currently publishes local newspapers finland
2576,1,talvivaara listed london stock exchange main market nasdaq omx helsinki included ftse index
2577,1,tecnotree s convergent charging solution includes functionality prepaid postpaid billing charging rating voice calls video calls raw data traffic mobile fixed networks
2578,1,telecom foreign investment limit appears mobile vas does means tecnomen pick
2579,1,teleste bk optiflex amplifier products used ongoing capacity upgrade kdg s network bidirectionality
2580,1,teleste offices worldwide listed nordic exchange helsinki
2581,1,teleste set divided broadband cable networks video networks business areas
2582,1,passenger ferry dimensions m length overall m length perpendiculars m breadth m design draught
2583,1,acquisition does frozen foods fish sector long synergies lænnen tehtaat s businesses
2584,1,acquisition price disclosed
2585,1,aforementioned shareholders informed propose annual general meeting number members board directors shall present members board directors mr lassi noponen shall elected board directors
2586,1,aim ceo s qa sessions clarity information public earlier
2587,1,board directors authorized decide terms share issue
2588,1,bridge km long located anasmotet road e new traffic junction marieholm road e
2589,1,buildings condominiums built stages
2590,1,business area operations finland sweden denmark estonia latvia lithuania
2591,1,buyer real estate owner propertos oy companies agreed disclose financial details deal
2592,1,capital structure solidium complemented financial instruments future
2593,1,category marked maturity recession
2594,1,chain unite centres end
2595,1,company employees annual turnover eur m vaahto group listed nordic exchange helsinki
2596,1,company seeking possibilities relocate luumaki personnel people upm mills
2597,1,company offers payroll services including payroll processing payroll tax administration employee pay services including direct deposit check signing readychex
2598,1,company operates business reportable segments including banking investment services nonlife insurance
2599,1,company s board directors proposed dividend eur share
2600,1,company s board directors propose dividend eur annual general meeting
2601,1,company s plant russia continue make tyres near markets plant nokia finland manufacture tyres markets
2602,1,company s share listed mid cap segment nasdaq omx helsinki
2603,1,company s share quoted nasdaq omx helsinki rautaruukki oyj rtrks
2604,1,company s subsidiary vaisala acquires aviation systems maintenance asmi kansas based airport service company million usd net sales
2605,2,company said started investigate streamlining operations order meet tightening competition mobile phone charger market
2606,1,company said focus resources clinical research
2607,1,company turnover amounted meur
2608,1,company website wwwahlstromcom
2609,1,company teleste s video broadband solutions business area
2610,1,company publish financial statement february
2611,1,company release results february
2612,1,company use money product development research activities key markets finland germany italy france
2613,1,continued operations mean structure restructuring aspocomp group including aspocomp oulu headquarter operations
2614,1,contract covers turnkey deliveries airports operated authority john f kennedy laguardia newark teterboro stewart international
2615,1,contract includes heating plant equipment associated installation work
2616,1,contract involves refurbishing bathrooms units replumbing water sewer pipes
2617,1,contracts comprise turnkey orders roro systems rorocruise vessels construction viking line tallink
2618,1,cost deal range million million euros depending financial results companies statement says
2619,1,cranes installed onboard freighters ordered singaporean ship owner masterbulk
2620,1,customers access integrated propeller gear packages source
2621,1,deal subject approval norwegian competition authorities
2622,1,deal means persons countries transfer tieto
2623,1,deal significant effect acquiring company s equity ratio
2624,1,deliveries scheduled summer autumn
2625,1,development technological park specialize telecommunications information technologies state program formation technoparks hitech sectors russia
2626,1,ecommerce site flagship managed marimekko north america retail llc subsidiary established year
2627,1,final price specified acquiring company said
2628,1,finlandbased company says existing squarefoot facility september
2629,1,finnish business delegation includes representatives companies include nokia corp finnfund outokumpu oyj oko bank alteams oy cargotec corp
2630,1,finnish company building mtyear biodiesel plant singapore
2631,1,firm s uk head office rugby road lutterworth
2632,1,group customers trained paintshop owners assistants
2633,1,stage contract covers stores cash registers
2634,1,fish content nuggets fish comes canada finland
2635,1,following information released comptel tomorrow chairman federal communications commission scheduled deliver national broadband plan congress
2636,1,surfaces valve plates directed
2637,1,ground barleycorn fully produced finland available stores beginning
2638,1,implementation deal subject approval finnish competition authority
2639,1,inaugural speech given hannu kyrolainen finland s ambassador czech republic
2640,1,increase range vary
2641,1,initial estimated total value eur final award value eur
2642,1,internal revenue service sees percent taxpayers wait weeks file million returns filed april
2643,1,latest date registration april
2644,0,layoffs affect people total okmetic employees finland
2645,1,line run fully underground comprise stations executed implementation stages
2646,0,majority company s personnel finland temporarily laid weeks period february june period
2647,1,mall financed parity basis pearl plaza llc joint venture company established chinese investor shanghai industrial investment holdings srv group
2648,1,maximum capital loan eurm minimum subscription eur
2649,1,maximum number new shares offered million
2650,1,measures taken cause onetime costs final
2651,1,capacity produce tonnes pulp year
2652,1,money spread mainly company said
2653,1,natural source isoprene tree species hevea brasiliensis known rubber tree
2654,1,new activity incur investment meur
2655,1,new company likely hold ipo nyse international stock exchange according altimo manages alfa group s telecommunications assets teliasonera s agreement published website securities exchange commission
2656,1,new majority owners aspocomp thailand certain private persons belonging immediate circle aspocomp s present joint venture partner saha pathana interholding plc
2657,1,new organization consists business units charging messaging finance administration
2658,1,new sepa cads replace finnish bank cards
2659,1,order comprises production lines plywood company said statement received lesprom network
2660,1,order comprises ball mills organized different streams treating ore pilanesberg platinum
2661,1,order includes new crecent headbox reel
2662,1,output contracts totals mwe
2663,1,parties agreed disclose price deal group said press release
2664,1,parties agreed disclose transaction value
2665,1,payment date march
2666,1,plans result introduction new highly specialized manufacturing methods entail changes personnel facility
2667,1,platform based built intel s secondgeneration mid platform called moorestown
2668,1,price kroon par value bonds kroons primary issue
2669,1,proposal board directors issuance option rights correspond proposal board directors notice general meeting
2670,1,purchase sum eur mn mn
2671,1,recruitment related relocation stora enso s research operations karlstad central sweden
2672,1,remote radio head module available w power ghz ghz tdd frequency bands
2673,1,report examines medical equipment business structure operations history products provides analysis key medical equipment revenue lines
2674,1,restructuring measures affect production packaging printing material
2675,1,sale comprising margarine business finland poland follows approval polish competition authorities earlier october
2676,1,sale savcor face cencorp result profit loss determined owing factors including valuation consideration shares received prevailing exchange rates
2677,1,sale finalized september october company said
2678,1,share capital alma media corporation business id eur divided shares
2679,1,shares subscribed stock options registered trade register january date new shares establish shareholder rights
2680,1,ship cranes manufactured macgregor s partner plants china delivered vessels ordered chinese cosco german peter dohle hong kong based cido shipping
2681,1,ship unloader totally enclosed entire conveying line storage facilities
2682,1,site cover hectares
2683,1,study designed enable formal statistical evaluation therapeutic activity company said
2684,1,transaction place payment merger consideration
2685,1,unit planned operational second half stream
2686,1,wireless industry bracing iphone launch june
2687,1,offering covers localisation services related production transfer finnish company s customers production asian market decision transfer production
2688,1,currently shops selling tikkurila s paints kazakhstan shops opened continuously
2689,1,initial public offerings announced sweden year compared period year earlier bloomberg data shows
2690,1,report oriolakd s chief executive officer eero hautaniemi
2691,1,company s contract abroad
2692,1,release offer securities sale united states
2693,1,solution extension existing online mediation solution delivered earlier comptel ibm
2694,1,partnership finnish paulig s danish subsidiary oscar puljonki acquired sales organization european market
2695,1,tieto latvia represented services companies tietoenator alise tietoenator operations industries financial services cards retail logistics outsourcing managed services
2696,1,latvia cramo operate rental outlets baltic states
2697,1,sites included later
2698,1,preliminary estimation technology park measure square meters
2699,1,changes envisaged hk ruokatalo reduce number industrial places business finland
2700,1,completion sale proha usd m stake artemis
2701,1,wærtsilæ s aim serve rapidly growing number vessels increasing marine activity barents sea region
2702,1,valga lihatoostus markets products maks moorits trademark
2703,1,know exists artemyev said
2704,1,offer customers solutions based renewable raw materials
2705,1,dialing participants quote conference id
2706,1,work assignment started completion spring
2707,1,yesterday legrand issued e million fixed rate deal maturing
2708,1,yvonne jones owner chameleon interiors
2709,1,zao yit moskovia builds housing moscow surrounding cities
2710,1,bawag issue benchmark covered deal
2711,1,jvc stop producing dvd players brazil jvc brazil subsidiary japan s jvc group announced stop production dvd players brazil
2712,1,swedbank hypotek issue benchmark fixed rate covered deal euros maturing january
2713,1,argentine agricultural export company calafate tapped compatriot firm finnegans software solution company said statement
2714,1,finnish printed circuit boards pcbs maker aspocomp group oyj said december named henry gilchrist senior vice president group s asian operations january
2715,1,nordic infrastructure construction strategic growth areas
2716,1,pulp paper industries growing countries like china russia
2717,1,sanoma buyer target said
2718,1,transaction tikkurila powder coatingsrelated operations company said
2719,1,need malware removal tools type url vendor choice directly browser bar use links website wrote trend micro s rik ferguson monday
2720,1,wo nt happen overnight
2721,1,printed fabrics related design expertise core marimekko s business brand
2722,1,serving customers locally cornerstones customer focus
2723,1,convinced quickly told finnish business reporters
2724,1,know people
2725,1,lemiste city environment knowledgebased economy providing work people total turnover companies amounting eek bn said lo pærnits chairman supervisory board lemiste city mainor
2726,1,finnish company lemminkainen oyj hel lems said today construct office building toolonlahti downtown helsinki disclosing financial details
2727,1,november finnish paints coatings company tikkurila oyj hel tikv said today finnish stateowned investment company solidium oy sold stake company total eurm
